isbn,title,publisher,publication_date,series_name,book_format,language,print_length,isbn_10,isbn_13,item_weight,length,width,height,rating,number_of_reviews,availability,price,best_sellers_rank,customer_reviews,reading_age,edition,author,asin,description,product_url,scrape_status,error_message
9.78145E+12,Disney Mickey Mouse Clubhouse - My First Smart Pad Electronic Activity Pad and 8-Book Library - PI Kids,"Phoenix International Publications, Inc.",13/9/2012,,Hardcover,English,160,9.78145E+12,9.78145E+12,54.08,10.4,8.1,3.3,4.7,960,In Stock,37.27,60277,4.7,2,Box Ina PC,Editors of Phoenix International Publications,1450845681,"Learn and play with this interactive set designed specially for little ones! Eight books about favorite Disney friends are packed with a double-sided Smart Pad featuring 51 big, bright buttons. Read along in the books and press the Pad s buttons to explore early learning activities introducing the alphabet, first words, counting, shapes, animals, songs, and more.This book is special because:Developed by education experts to teach the alphabet, numbers, spelling, counting, colors, sounds, and songsIncludes 100s of interactive learning activitiesHands on interaction engages young readersMultisensory reading experiences stimulate the imaginations of young readersIncludes classic Disney characters: Mickey Mouse, Minnie Mouse, Daisy Duck, Donald Duck, Goofy, and Pluto  Read more",https://www.amazon.com/Mickey-Mouse-Clubhouse-First-Library/dp/1450845681,success,
9.78163E+12,"Evan-Moor Daily Summer Activities, Grades PreK-K Workbook, Stickers, Prevent Learning Loss, Reading, Writing, Math, Alphabet, Letter Recognition, Numbers, Counting, Shapes, Colors, Learning Fun",Evan-Moor Educational Publishers,1/1/2018,,Paperback,English,144,1629384828,9.78163E+12,14.7,11,8.5,0.43,4.8,100,In Stock,6.7,623552,4.8,4.5,Activity Book,Evan-Moor Educational Publishers,,"Daily Summer Activities is packed with 10 weeks of engaging activities that will build learners’ confidence for the next grade level by practicing essential skills across subject areas, including reading, math, and writing.Daily Summer Activities books have received the Parents’ Picks Award for Best Educational Products for Preschool and Elementary Kids and The National Parenting Product Award (NAPPA) for excellence!Moving from PreK to Kindergarten summer practice includes:  Alphabet awareness• practice for two or three letters of the alphabet each week • tracing the letter • listening for the letter sound • sequencing events • one word to spell each week • simple picture directions to complete a drawingOral language• responding to pictures • words and stories Mathematics• number recognition • counting • patterns • sorting • beginning addition • recognizing shapes • pennies  Read more",https://www.amazon.com/Evan-Moor-Activities-Kindergarten-Activity-Learning/dp/1629384828,success,
9.78147E+12,Disney Sofia the First Magical Story,Parragon Book Service Ltd,29/12/2013,,Hardcover,English,28,9.78147E+12,9.78147E+12,7.7,8.94,7.2,0.35,4.8,7,,4.14,,4.8,,,Walt Disney Company,1472331494,,https://www.amazon.com/Disney-Sofia-First-Magical-Story/dp/1472331494,success,
9.78276E+12,Disney Big Hero 6 My First Puzzle Book,Phidal Publishing Inc.,15/11/2014,,Hardcover,English,10,2764330219,9.78276E+12,18.4,,,,5,2,,,,5,,,Phidal Publishing Inc.,,"Do you know where the puzzle pieces go? Put together all five puzzles! Use the image beneath each puzzle as your guide while you assemble the puzzle pieces alongside your book. Then, read the stories to bring each scene to life! Dimensions: 10 "" x 10 ""  Read more",https://www.amazon.com/Disney-Hero-First-Puzzle-Book/dp/2764330219,success,
9.78147E+12,Disney Frozen Happy Tin,parragon uk,5/9/2014,,Paperback,English,88,1472374118,9.78147E+12,17.44,9.65,7.28,1.89,5,4,,,,5,,,Walt Disney Company,,"Join Anna and Elsa for icy adventures! Inside this beautiful keepsake tin you will find the magical story of the movie, ice-cool activities and frosty pictures to colour.  Read more",https://www.amazon.com/Disney-Frozen-Happy-Tin-NA/dp/1472374118,success,
9.78191E+12,Aircraft (My Early Learning Library),Picthall & Gunzi,28/4/2008,,Hardcover,English,36,1905503768,9.78191E+12,7.8,5.75,4.72,0.75,,,,,,,,,Christiane Gunzi,,"Devised with educational experts, this series of books introduces children to the early-learning concepts of counting, colour, size and matching. This book encourages the very young to name aeroplanes, helicopters and many other aircraft.  Read more",https://www.amazon.com/Aircraft-My-Early-Learning-Library/dp/1905503768,success,
9.78276E+12,Disney/Pixar The Good Dinosaur My First Puzzle Book,Phidal Publishing Inc.,1/11/2015,,Hardcover,English,10,2764324138,9.78276E+12,20.8,,,,3.4,4,Only 1 left in stock - order soon.,25.5,7224250,3.4,,,Phidal Publishing Inc.,,"Do you know where the puzzle pieces go? Put together all five puzzles! Use the image beneath each puzzle as your guide while you assemble the puzzle pieces alongside your book. Then, read the stories to bring each scene to life! 3 years and up.© Disney/Pixar  Read more",https://www.amazon.com/Disney-Pixar-Dinosaur-First-Puzzle/dp/2764324138,success,
9.78174E+12,"ABC (Winnie the Pooh: Write, Slide and Learn)",Hinkler Books Pty Ltd,1/8/2011,,Hardcover,English,12,1741838533,9.78174E+12,18.4,11,8,0.5,4.5,2,In stock,19.88,,4.5,5.5,Ina Nov,Inc. Disney Enterprises,,Book by Hinkler Studios  Read more,https://www.amazon.com/WINNIE-POOH-FIRST-WORDS-Winnie/dp/1741838533,success,
9.7816E+12,"Scholastic India Who Stole The Mona Lisa? (Graphic Novels): 06 (Geronimo Stilton #06) [Paperback] [Jan 01, 1655] GERONIMO STILTON (International Edition)",SCHOLASTIC,1655-01-01,,Hardcover,English,,1597072222,9.7816E+12,36.96,8.98,6.5,0.31,4.4,152,In stock  Usually ships within 4 to 5 days.,20,2020734,4.4,,International Edition,GERONIMO STILTON,,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.  Read more",https://www.amazon.com/Scholastic-India-Stole-Graphic-Novels/dp/1597072222,success,
9.78162E+12,"Amazing Mazes Stick Kids Workbook, Grade PreK",Creative Teaching Press,31/5/2012,,Paperback,English,56,1616017651,9.78162E+12,4.8,8.7,6.4,0.2,5,1,,,,5,,,Teresa Domnauer,,"Going to school for the first time is an exciting, highly anticipated event for both parents and their young children. Though that time may be a year or two away, it is not too early to begin preparing your child for a successful school experience. Every day your child is acquiring skills needed for entry into the world beyond family and home. This book provides practice in tracing skills that promote profi ciency in handwriting and other fine motor activities your child will encounter in Kindergarten. Upon your childs completion of each activity, use the provided incentive chart and stickers to track progress and celebrate your childs success. Whether students need extra practice with grade-level skills or a head start on next year, Stick Kids® Workbooks offer engaging activities, games, and puzzles that help make learning lots of fun. Each 56-page book features full-color activities, a list of the skills, and an explanation of why those skills are important for development. Also included are helpful tips, an answer key, a handy tracking sheet, stickers for acknowledging achievements, and appearances by the lovable Stick Kids!These right-sized (7 x 9) skill practice workbooks are perfect for use at school, or as entertaining activities on the go. Tuck them into a backpack, purse, or travel bag. Great for school breaks, vacations, and year-long practice.SKILLSHand-eye coordinationFine motor developmentLetter recognitionColor words vocabularyHOW YOU CAN HELP SUPPORT LEARNINGWork with your child in a quiet, calm setting.Have your child trace paths by finger first.Provide a selection of writing tools, such as colored chalk or pencils, markers, and crayons, to keep the activities engaging.Complete some activities together. Keep a positive attitude, and provide words of encouragement to support your childs journey in becoming a lifelong learner.  Read more",https://www.amazon.com/Amazing-Mazes-Stick-Workbook-Workbooks/dp/1616017651,success,
9.78174E+12,School Zone Mazes Activity Zone Book,Hinkler Books,,,Paperback,English,64,1741835488,9.78174E+12,7.7,10.87,8.5,0.16,,,,,,,,,,,,https://www.amazon.com/Mazes/dp/1741835488,success,
9.78145E+12,Pinocchio,Parragon,1/1/2015,,Paperback,English,24,1445400316,9.78145E+12,17.12,8.27,4.92,0.59,5,2,,,,5,,,Parragon Books,,,https://www.amazon.com/Pinocchio-Parragon-Books/dp/1445400316,success,
9.78141E+12,Sleeping Beauty (Treasured Tales S.),Parragon Book Service Ltd,,,Paperback,English,,1407514288,9.78141E+12,1.44,,,,,,,6.96,,,,,Naomi Fox,,"The Confetti Company is a fictional children's drama club whose members play different roles in each story, bringing the characters to life. The specially written, non-violent fairytales feature happy family settings and show that children can make a difference. The cast ""acts out"" each story on tape. Double the fun by getting into the act yourself It's a great way to spend quality family time. And the Confetti Company song is fun to learn. The books is written for children to read, understand and act along The incorporated music is upbeat, modern and easy to sing-along with. The plays require a minimum of props and work in impromptu settings. Great for classroom, variety talent shows, parties, competitions, and ultimately, auditions.  Read more",https://www.amazon.com/Sleeping-Beauty-Treasured-Tales-S/dp/1407514288,success,
9.78159E+12,Barney's Count To 10,Scholastic,1/8/1999,,Paperback,English,24,1586682490,9.78159E+12,2.4,7.75,7.75,0.25,5,2,In stock,18.92,5587572,5,3,,Spencer Humphrey,,"Learning to count is fun with Barney!Barney and friends visit Professor Tinkerputt at the toy factory. Children will enjoy counting the toys with Barney, from 1 toy elephant to 10 blocks.Also published as a readalong with a cassette, this book has not been widely available before on its own.  Read more",https://www.amazon.com/Barneys-Count-10-Spencer-Humphrey/dp/1586682490,success,
9.78162E+12,Kindergarten Reading Stick Kids Workbook,Creative Teaching Press,31/5/2012,,Paperback,English,56,1616017805,9.78162E+12,4.8,8.8,6.4,0.2,5,1,In stock,19.26,,5,,,Majella Maas,,"Every day your child is acquiring skills needed for entry into the world beyond family and home. Arrival at school brings many new experiences, perhaps most importantly, the experience of learning to read. This book provides practice in basic Kindergarten reading skills. Although some activities seem simplistic, their mastery is essential for early readers. In addition, the tasks are designed to strengthen your childs ability to problem-solve, think critically, and become familiar with the academic language commonly used in the school setting. Upon your childs completion of each activity, use the provided incentive chart and stickers to track progress and celebrate your childs success.Whether students need extra practice with grade-level skills or a head start on next year, Stick Kids® Workbooks offer engaging activities, games, and puzzles that help make learning lots of fun. Each 56-page book features full-color activities, a list of the skills, and an explanation of why those skills are important for development. Also included are helpful tips, an answer key, a handy tracking sheet, stickers for acknowledging achievements, and appearances by the lovable Stick Kids!These right-sized (7 x 9) skill practice workbooks are perfect for use at school, or as entertaining activities on the go. Tuck them into a backpack, purse, or travel bag. Great for school breaks, vacations, and year-long practice.SKILLSVisual discriminationLetter recognitionMatchingPhonemic awarenessSortingLetter / Sound knowledgeRhymingOppositesHOW YOU CAN HELP SUPPORT LEARNINGWork with your child in a quiet, calm setting.Complete some activities together.When reading a book, point word by word at the text as you read. This will help your child learn that reading goes from left to right and understand that the word he or she sees is the word he or she says.Read stories with rhyming words and lines that repeat. Invite your child to join in on these parts.Read from a variety of childrens books, including fairy tales, song books, poems, and information books.  Read more",https://www.amazon.com/Kindergarten-Reading-Stick-Workbook-Workbooks/dp/1616017805,success,
9.78186E+12,Numbers 1-20 Wall Chart (Wall Charts),Autumn Publishing Ltd,1/12/1998,,Poster,English,,1859972829,9.78186E+12,17.6,,,,4.6,14,,,,4.6,,,Byeway Wall Charts,,,https://www.amazon.com/Numbers-1-20-Wall-Chart-Charts/dp/1859972829,success,
9.78174E+12,Building Blocks Slide & Learn Flashcards Numbers (UK Eng),Hinkler Books,,,Hardcover,English,,1742819788,9.78174E+12,15.9,6.89,4.72,1.57,4,9,,,,4,,,,,Building Blocks Slide & Learn Flashcards Numbers (UK Eng)  Read more,https://www.amazon.com/Building-Blocks-Slide-Flashcards-Numbers/dp/1742819788,success,
9.78076E+12,Brain Quest Kindergarten,Workman Publishing Company,18/4/2005,,Cards,English,148,761137718,9.78076E+12,16,7.38,2.63,1.88,4.5,46,Only 1 left in stock - order soon.,11.36,9815209,4.5,3.5,3rd,Chris Welles Feder,,"Count the marbles. What's the opposite of fast? How many pennies make one nickel? Suppose you mix red and blue. What color will you get? Plus patterns, shapes, mazes, opposites, rhymes, ""What's Wrong With This Picture?"" pictures—and don't forget the Genius Points! Here are 300 questions and answers to build essential learning skills as parents and children work together.Vetted by a panel of America's highest award-winning teachers, and embraced by kids and parents because it flat-out works, Brain Quest opens a world of information and education with its fast-paced question-and-answer format, bright full-color illustrations, and lively attitudeBook Details:Format: Special FormatPublication Date: 4/18/2005Pages: 148Reading Level: Age 4 and Up  Read more",https://www.amazon.com/Brain-Quest-Kindergarten-Chris-Welles/dp/0761137718,success,
9.78174E+12,Building Blocks Learning Library Animals,Hinkler Books Ltd. Bounce Books,,,Hardcover,English,,1743678118,9.78174E+12,25.28,8.39,6.14,3.54,5,2,,175.78,9273051,5,,,,,"Learning Library - Animals from My Learning Library - Hinkler Books July, 2015. Shipping weight 1.6 pounds  Read more",https://www.amazon.com/Building-Blocks-Learning-Library-Animals/dp/1743678118,success,
